DATE,VALUE
2009-07-28,-0.26064
2009-07-29,-0.45630
2009-07-30,1.18956
2009-07-31,0.07398
2009-08-03,1.53421
2009-08-04,0.30121
2009-08-05,-0.29135
2009-08-06,-0.56247
2009-08-07,1.34392
2009-08-10,-0.33449
2009-08-11,-1.26601
2009-08-12,1.15251
2009-08-13,0.68800
2009-08-14,-0.85314
2009-08-17,-2.42608
2009-08-18,1.01457
2009-08-19,0.68609
2009-08-20,1.09488
2009-08-21,1.86228
2009-08-24,-0.05457
2009-08-25,0.23694
2009-08-26,0.01167
2009-08-27,0.27818
2009-08-28,-0.19884
2009-08-31,-0.80764
2009-09-01,-2.21238
2009-09-02,-0.32965
2009-09-03,0.85348
2009-09-04,1.31175
2009-09-07,.
2009-09-08,.
2009-09-09,0.77824
2009-09-10,1.04222
2009-09-11,-0.13504
2009-09-14,0.63391
2009-09-15,0.31353
2009-09-16,1.53235
2009-09-17,-0.30596
2009-09-18,0.26373
2009-09-21,-0.34073
2009-09-22,0.65749
2009-09-23,-1.00685
2009-09-24,-0.95111
2009-09-25,-0.60907
2009-09-28,1.78096
2009-09-29,-0.22296
2009-09-30,-0.33283
2009-10-01,-2.57596
2009-10-02,-0.45055
2009-10-05,1.48750
2009-10-06,1.37055
2009-10-07,0.27116
2009-10-08,0.74699
2009-10-09,0.56407
2009-10-12,0.43864
2009-10-13,-0.27876
2009-10-14,1.75458
2009-10-15,0.41574
2009-10-16,-0.80981
2009-10-19,0.94053
2009-10-20,-0.62391
2009-10-21,-0.88538
2009-10-22,1.06436
2009-10-23,-1.21785
2009-10-26,-1.17173
2009-10-27,-0.33179
2009-10-28,-1.95409
2009-10-29,2.25200
2009-10-30,-2.80646
2009-11-02,0.64563
2009-11-03,0.24260
2009-11-04,0.10427
2009-11-05,1.92355
2009-11-06,0.25032
2009-11-09,2.22388
2009-11-10,-0.00640
2009-11-11,0.50320
2009-11-12,-1.02594
2009-11-13,0.57393
2009-11-16,1.44676
2009-11-17,0.09195
2009-11-18,-0.04683
2009-11-19,-1.34258
2009-11-20,-0.32149
2009-11-23,1.36158
2009-11-24,-0.05333
2009-11-25,0.45041
2009-11-26,.
2009-11-27,.
2009-11-30,0.37930
2009-12-01,1.20752
2009-12-02,0.03427
2009-12-03,-0.84021
2009-12-04,0.55095
2009-12-07,-0.24684
2009-12-08,-1.02515
2009-12-09,0.36724
2009-12-10,0.58397
2009-12-11,0.36830
2009-12-14,0.69594
2009-12-15,-0.55470
2009-12-16,0.11282
2009-12-17,-1.18105
2009-12-18,0.58299
2009-12-21,1.05037
2009-12-22,0.35636
2009-12-23,0.22987
2009-12-24,0.52562
2009-12-25,.
2009-12-28,.
2009-12-29,-0.14010
2009-12-30,0.01953
2009-12-31,-1.00495
2010-01-01,.
2010-01-04,.
2010-01-05,0.31156
2010-01-06,0.05455
2010-01-07,0.40013
2010-01-08,0.28817
2010-01-11,0.17468
2010-01-12,-0.93812
2010-01-13,0.83259
2010-01-14,0.24265
2010-01-15,-1.08232
2010-01-18,.
2010-01-19,.
2010-01-20,-1.05979
2010-01-21,-1.89449
2010-01-22,-2.21410
2010-01-25,0.45981
2010-01-26,-0.42032
2010-01-27,0.48802
2010-01-28,-1.18178
2010-01-29,-0.98291
2010-02-01,1.42662
2010-02-02,1.29729
2010-02-03,-0.54744
2010-02-04,-3.11406
2010-02-05,0.28972
2010-02-08,-0.88633
2010-02-09,1.30401
2010-02-10,-0.22326
2010-02-11,0.96805
2010-02-12,-0.27446
2010-02-15,.
2010-02-16,.
2010-02-17,0.42379
2010-02-18,0.65848
2010-02-19,0.21866
2010-02-22,-0.10458
2010-02-23,-1.21028
2010-02-24,0.97204
2010-02-25,-0.20810
2010-02-26,0.14053
2010-03-01,1.01585
2010-03-02,0.23304
2010-03-03,0.04292
2010-03-04,0.37362
2010-03-05,1.40075
2010-03-08,-0.01756
2010-03-09,0.17128
2010-03-10,0.45245
2010-03-11,0.40415
2010-03-12,-0.02173
2010-03-15,0.04522
2010-03-16,0.77792
2010-03-17,0.58217
2010-03-18,-0.03258
2010-03-19,-0.50865
2010-03-22,0.50953
2010-03-23,0.71710
2010-03-24,-0.54932
2010-03-25,-0.17042
2010-03-26,0.07377
2010-03-29,0.56832
2010-03-30,0.00426
2010-03-31,-0.32729
2010-04-01,0.74139
2010-04-02,.
2010-04-05,.
2010-04-06,0.16843
2010-04-07,-0.58767
2010-04-08,0.33743
2010-04-09,0.66839
2010-04-12,0.17666
2010-04-13,0.06853
2010-04-14,1.11501
2010-04-15,0.08425
2010-04-16,-1.61265
2010-04-19,0.45213
2010-04-20,0.80583
2010-04-21,-0.10189
2010-04-22,0.22638
2010-04-23,0.71235
2010-04-26,-0.42965
2010-04-27,-2.33819
2010-04-28,0.64627
2010-04-29,1.29432
2010-04-30,-1.66476
2010-05-03,1.31205
2010-05-04,-2.38384
2010-05-05,-0.65610
2010-05-06,-3.23784
2010-05-07,-1.53082
2010-05-10,4.39741
2010-05-11,-0.33973
2010-05-12,1.37395
2010-05-13,-1.21451
2010-05-14,-1.88001
2010-05-17,0.11095
2010-05-18,-1.41960
2010-05-19,-0.51303
2010-05-20,-3.89758
2010-05-21,1.50244
2010-05-24,-1.29081
2010-05-25,0.03539
2010-05-26,-0.56609
2010-05-27,3.28761
2010-05-28,-1.23747
2010-05-31,.
2010-06-01,.
2010-06-02,2.58427
2010-06-03,0.40514
2010-06-04,-3.44115
2010-06-07,-1.35320
2010-06-08,1.09760
2010-06-09,-0.59416
2010-06-10,2.95068
2010-06-11,0.43797
2010-06-14,-0.18047
2010-06-15,2.34942
2010-06-16,-0.05559
2010-06-17,0.12830
2010-06-18,0.13172
2010-06-21,-0.38568
2010-06-22,-1.60708
2010-06-23,-0.29855
2010-06-24,-1.68034
2010-06-25,0.28593
2010-06-28,-0.20339
2010-06-29,-3.10171
2010-06-30,-1.01129
2010-07-01,-0.32405
2010-07-02,-0.46624
2010-07-05,.
2010-07-06,.
2010-07-07,3.13309
2010-07-08,0.94127
2010-07-09,0.72039
2010-07-12,0.07329
2010-07-13,1.53789
2010-07-14,-0.01552
2010-07-15,0.11962
2010-07-16,-2.88195
2010-07-19,0.59819
2010-07-20,1.14166
2010-07-21,-1.28198
2010-07-22,2.25133
2010-07-23,0.82200
2010-07-26,1.12002
2010-07-27,-0.10493
2010-07-28,-0.69220
2010-07-29,-0.41586
2010-07-30,0.00635
2010-08-02,2.20225
2010-08-03,-0.47963
2010-08-04,0.60511
2010-08-05,-0.12686
2010-08-06,-0.37040
2010-08-09,0.54830
2010-08-10,-0.59674
2010-08-11,-2.81787
2010-08-12,-0.53788
2010-08-13,-0.40236
2010-08-16,0.01205
2010-08-17,1.21922
2010-08-18,0.14828
2010-08-19,-1.69354
2010-08-20,-0.36630
2010-08-23,-0.40403
2010-08-24,-1.45124
2010-08-25,0.32894
2010-08-26,-0.76848
2010-08-27,1.65868
2010-08-30,-1.47193
2010-08-31,0.03909
2010-09-01,2.95045
2010-09-02,0.90809
2010-09-03,1.32190
2010-09-06,.
2010-09-07,.
2010-09-08,0.64387
2010-09-09,0.48322
2010-09-10,0.48633
2010-09-13,1.11306
2010-09-14,-0.07131
2010-09-15,0.35412
2010-09-16,-0.03644
2010-09-17,0.08269
2010-09-20,1.52098
2010-09-21,-0.25641
2010-09-22,-0.48255
2010-09-23,-0.83313
2010-09-24,2.11943
2010-09-27,-0.56674
2010-09-28,0.48505
2010-09-29,-0.25878
2010-09-30,-0.30837
2010-10-01,0.44164
2010-10-04,-0.80350
2010-10-05,2.08614
2010-10-06,-0.06720
2010-10-07,-0.16466
2010-10-08,0.61223
2010-10-11,0.01459
2010-10-12,0.38187
2010-10-13,0.71211
2010-10-14,-0.36415
2010-10-15,0.20276
2010-10-18,0.72437
2010-10-19,-1.58773
2010-10-20,1.05241
2010-10-21,0.17739
2010-10-22,0.23893
2010-10-25,0.21469
2010-10-26,0.00169
2010-10-27,-0.26905
2010-10-28,0.11248
2010-10-29,-0.04393
2010-11-01,0.09465
2010-11-02,0.77593
2010-11-03,0.36780
2010-11-04,1.92828
2010-11-05,0.39228
2010-11-08,-0.21210
2010-11-09,-0.80523
2010-11-10,0.43761
2010-11-11,-0.42422
2010-11-12,-1.18084
2010-11-15,-0.12175
2010-11-16,-1.62054
2010-11-17,0.02122
2010-11-18,1.53573
2010-11-19,0.25403
2010-11-22,-0.15754
2010-11-23,-1.42840
2010-11-24,1.49230
2010-11-25,.
2010-11-26,.
2010-11-29,-0.13788
2010-11-30,-0.60702
2010-12-01,2.16170
2010-12-02,1.28185
2010-12-03,0.26033
2010-12-06,-0.12983
2010-12-07,0.05151
2010-12-08,0.37017
2010-12-09,0.38428
2010-12-10,0.60016
2010-12-13,0.00484
2010-12-14,0.09110
2010-12-15,-0.51225
2010-12-16,0.61851
2010-12-17,0.08368
2010-12-20,0.25484
2010-12-21,0.60301
2010-12-22,0.33796
2010-12-23,-0.16444
2010-12-24,.
2010-12-27,.
2010-12-28,0.07713
2010-12-29,0.10091
2010-12-30,-0.15082
2010-12-31,-0.01908
2011-01-03,1.13148
2011-01-04,-0.13130
2011-01-05,0.50071
2011-01-06,-0.21229
2011-01-07,-0.18448
2011-01-10,-0.13763
2011-01-11,0.37251
2011-01-12,0.90076
2011-01-13,-0.17108
2011-01-14,0.73846
2011-01-17,.
2011-01-18,.
2011-01-19,-1.01157
2011-01-20,-0.12949
2011-01-21,0.24136
2011-01-24,0.58363
2011-01-25,0.02634
2011-01-26,0.42209
2011-01-27,0.22443
2011-01-28,-1.78525
2011-01-31,0.76625
2011-02-01,1.66936
2011-02-02,-0.27226
2011-02-03,0.23542
2011-02-04,0.28842
2011-02-07,0.62401
2011-02-08,0.41848
2011-02-09,-0.27858
2011-02-10,0.07495
2011-02-11,0.55073
2011-02-14,0.23850
2011-02-15,-0.32350
2011-02-16,0.62575
2011-02-17,0.30756
2011-02-18,0.19248
2011-02-21,.
2011-02-22,.
2011-02-23,-0.61120
2011-02-24,-0.09943
2011-02-25,1.05505
2011-02-28,0.55611
2011-03-01,-1.57397
2011-03-02,0.16152
2011-03-03,1.72190
2011-03-04,-0.73781
2011-03-07,-0.83412
2011-03-08,0.89228
2011-03-09,-0.13618
2011-03-10,-1.88709
2011-03-11,0.70805
2011-03-14,-0.60493
2011-03-15,-1.12003
2011-03-16,-1.94950
2011-03-17,1.33983
2011-03-18,0.43024
2011-03-21,1.49937
2011-03-22,-0.35506
2011-03-23,0.29140
2011-03-24,0.93408
2011-03-25,0.31611
2011-03-28,-0.27478
2011-03-29,0.70600
2011-03-30,0.66847
2011-03-31,-0.18295
2011-04-01,0.49629
2011-04-04,0.03452
2011-04-05,-0.01801
2011-04-06,0.21837
2011-04-07,-0.15200
2011-04-08,-0.40045
2011-04-11,-0.27933
2011-04-12,-0.77768
2011-04-13,0.01902
2011-04-14,0.00837
2011-04-15,0.39254
2011-04-18,-1.10178
2011-04-19,0.57312
2011-04-20,1.35150
2011-04-21,0.52768
2011-04-22,.
2011-04-25,.
2011-04-26,0.89796
2011-04-27,0.62498
2011-04-28,0.35555
2011-04-29,0.23007
2011-05-02,-0.17527
2011-05-03,-0.33793
2011-05-04,-0.68553
2011-05-05,-0.90699
2011-05-06,0.38199
2011-05-09,0.45441
2011-05-10,0.80740
2011-05-11,-1.11114
2011-05-12,0.48954
2011-05-13,-0.80673
2011-05-16,-0.62044
2011-05-17,-0.03686
2011-05-18,0.88037
2011-05-19,0.21780
2011-05-20,-0.76883
2011-05-23,-1.19256
2011-05-24,-0.08274
2011-05-25,0.31832
2011-05-26,0.39531
2011-05-27,0.40809
2011-05-30,.
2011-05-31,.
2011-06-01,-2.27847
2011-06-02,-0.12248
2011-06-03,-0.97339
2011-06-06,-1.07602
2011-06-07,-0.09563
2011-06-08,-0.41870
2011-06-09,0.73775
2011-06-10,-1.39798
2011-06-13,0.06688
2011-06-14,1.26117
2011-06-15,-1.74319
2011-06-16,0.17544
2011-06-17,0.30450
2011-06-20,0.53952
2011-06-21,1.34234
2011-06-22,-0.64684
2011-06-23,-0.28280
2011-06-24,-1.17257
2011-06-27,0.91844
2011-06-28,1.29443
2011-06-29,0.82828
2011-06-30,1.01192
2011-07-01,1.44097
2011-07-04,.
2011-07-05,.
2011-07-06,0.10016
2011-07-07,1.04538
2011-07-08,-0.69612
2011-07-11,-1.80905
2011-07-12,-0.44335
2011-07-13,0.31059
2011-07-14,-0.67161
2011-07-15,0.55544
2011-07-18,-0.81298
2011-07-19,1.63087
2011-07-20,-0.06708
2011-07-21,1.35461
2011-07-22,0.09079
2011-07-25,-0.56430
2011-07-26,-0.41049
2011-07-27,-2.03087
2011-07-28,-0.32340
2011-07-29,-0.64505
2011-08-01,-0.41322
2011-08-02,-2.55567
2011-08-03,0.50157
2011-08-04,-4.78204
2011-08-05,-0.05750
2011-08-08,-6.66344
2011-08-09,4.74068
2011-08-10,-4.41524
2011-08-11,4.62900
2011-08-12,0.52616
2011-08-15,2.17847
2011-08-16,-0.97386
2011-08-17,0.09474
2011-08-18,-4.45937
2011-08-19,-1.50090
2011-08-22,0.02581
2011-08-23,3.42848
2011-08-24,1.31200
2011-08-25,-1.55656
2011-08-26,1.51216
2011-08-29,2.82801
2011-08-30,0.23470
2011-08-31,0.49220
2011-09-01,-1.18715
2011-09-02,-2.52819
2011-09-05,.
2011-09-06,.
2011-09-07,2.86465
2011-09-08,-1.06122
2011-09-09,-2.67055
2011-09-12,0.69657
2011-09-13,0.91201
2011-09-14,1.34798
2011-09-15,1.71871
2011-09-16,0.57067
2011-09-19,-0.98026
2011-09-20,-0.16610
2011-09-21,-2.93905
2011-09-22,-3.18832
2011-09-23,0.60820
2011-09-26,2.33362
2011-09-27,1.06883
2011-09-28,-2.06912
2011-09-29,0.81143
2011-09-30,-2.49741
2011-10-03,-2.84510
2011-10-04,2.24885
2011-10-05,1.78656
2011-10-06,1.83037
2011-10-07,-0.81633
2011-10-10,3.41249
2011-10-11,0.05440
2011-10-12,0.97947
2011-10-13,-0.29737
2011-10-14,1.73803
2011-10-17,-1.93699
2011-10-18,2.04187
2011-10-19,-1.26491
2011-10-20,0.45542
2011-10-21,1.88088
2011-10-24,1.28730
2011-10-25,-2.00448
2011-10-26,1.05366
2011-10-27,3.42915
2011-10-28,0.03892
2011-10-31,-2.47376
2011-11-01,-2.79422
2011-11-02,1.61047
2011-11-03,1.87818
2011-11-04,-0.62800
2011-11-07,0.62957
2011-11-08,1.17356
2011-11-09,-3.66951
2011-11-10,0.86161
2011-11-11,1.94887
2011-11-14,-0.95502
2011-11-15,0.48171
2011-11-16,-1.66162
2011-11-17,-1.67999
2011-11-18,-0.03947
2011-11-21,-1.86485
2011-11-22,-0.41409
2011-11-23,-2.20952
2011-11-24,.
2011-11-25,.
2011-11-28,2.92404
2011-11-29,0.22137
2011-11-30,4.33153
2011-12-01,-0.19086
2011-12-02,-0.02410
2011-12-05,1.02871
2011-12-06,0.11057
2011-12-07,0.20183
2011-12-08,-2.11418
2011-12-09,1.68834
2011-12-12,-1.49141
2011-12-13,-0.86860
2011-12-14,-1.13483
2011-12-15,0.32431
2011-12-16,0.32161
2011-12-19,-1.17328
2011-12-20,2.98254
2011-12-21,0.19496
2011-12-22,0.82655
2011-12-23,0.90351
2011-12-26,.
2011-12-27,.
2011-12-28,-1.24780
2011-12-29,1.07071
2011-12-30,-0.42913
2012-01-02,.
2012-01-03,.
2012-01-04,0.01879
2012-01-05,0.29437
2012-01-06,-0.25370
2012-01-09,0.22617
2012-01-10,0.88858
2012-01-11,0.03096
2012-01-12,0.23366
2012-01-13,-0.49479
2012-01-16,.
2012-01-17,.
2012-01-18,1.11079
2012-01-19,0.49387
2012-01-20,0.06695
2012-01-23,0.04713
2012-01-24,-0.10258
2012-01-25,0.86715
2012-01-26,-0.57464
2012-01-27,-0.15928
2012-01-30,-0.25222
2012-01-31,-0.04570
2012-02-01,0.88997
2012-02-02,0.10951
2012-02-03,1.46054
2012-02-06,-0.04238
2012-02-07,0.20233
2012-02-08,0.21603
2012-02-09,0.14741
2012-02-10,-0.68863
2012-02-13,0.68000
2012-02-14,-0.09395
2012-02-15,-0.53832
2012-02-16,1.10257
2012-02-17,0.23490
2012-02-20,.
2012-02-21,.
2012-02-22,-0.33402
2012-02-23,0.42721
2012-02-24,0.16722
2012-02-27,0.13546
2012-02-28,0.33563
2012-02-29,-0.47370
2012-03-01,0.61581
2012-03-02,-0.32458
2012-03-05,-0.38697
2012-03-06,-1.53702
2012-03-07,0.69006
2012-03-08,0.98179
2012-03-09,0.36313
2012-03-12,0.01605
2012-03-13,1.81316
2012-03-14,-0.11963
2012-03-15,0.59672
2012-03-16,0.11193
2012-03-19,0.39739
2012-03-20,-0.30005
2012-03-21,-0.18712
2012-03-22,-0.72066
2012-03-23,0.31089
2012-03-26,1.38858
2012-03-27,-0.28168
2012-03-28,-0.49415
2012-03-29,-0.16079
2012-03-30,0.36985
2012-04-02,0.75046
2012-04-03,-0.39886
2012-04-04,-1.02025
2012-04-05,-0.06290
2012-04-06,.
2012-04-09,.
2012-04-10,-1.70815
2012-04-11,0.74489
2012-04-12,1.37794
2012-04-13,-1.24750
2012-04-16,-0.05036
2012-04-17,1.54866
2012-04-18,-0.40553
2012-04-19,-0.59344
2012-04-20,0.11693
2012-04-23,-0.84075
2012-04-24,0.36798
2012-04-25,1.36446
2012-04-26,0.66801
2012-04-27,0.24143
2012-04-30,-0.38835
2012-05-01,0.56584
2012-05-02,-0.24968
2012-05-03,-0.76588
2012-05-04,-1.61472
2012-05-07,0.03506
2012-05-08,-0.42787
2012-05-09,-0.67023
2012-05-10,0.25174
2012-05-11,-0.33874
2012-05-14,-1.11128
2012-05-15,-0.57459
2012-05-16,-0.44038
2012-05-17,-1.50513
2012-05-18,-0.73878
2012-05-21,1.60359
2012-05-22,0.04863
2012-05-23,0.16937
2012-05-24,0.13800
2012-05-25,-0.21656
2012-05-28,.
2012-05-29,.
2012-05-30,-1.43348
2012-05-31,-0.22767
2012-06-01,-2.46426
2012-06-04,0.01095
2012-06-05,0.57269
2012-06-06,2.30494
2012-06-07,-0.01065
2012-06-08,0.81141
2012-06-11,-1.26201
2012-06-12,1.16507
2012-06-13,-0.70232
2012-06-14,1.08147
2012-06-15,1.03378
2012-06-18,0.14447
2012-06-19,0.98157
2012-06-20,-0.16863
2012-06-21,-2.22617
2012-06-22,0.71746
2012-06-25,-1.59548
2012-06-26,0.47727
2012-06-27,0.89849
2012-06-28,-0.21098
2012-06-29,2.49202
2012-07-02,0.24593
2012-07-03,0.62321
2012-07-04,.
2012-07-05,.
2012-07-06,-0.94327
2012-07-09,-0.16388
2012-07-10,-0.81259
2012-07-11,-0.00149
2012-07-12,-0.49871
2012-07-13,1.64973
2012-07-16,-0.23143
2012-07-17,0.74097
2012-07-18,0.66805
2012-07-19,0.27171
2012-07-20,-1.00617
2012-07-23,-0.89090
2012-07-24,-0.90410
2012-07-25,-0.03138
2012-07-26,1.65410
2012-07-27,1.90806
2012-07-30,-0.04834
2012-07-31,-0.43168
2012-08-01,-0.30305
2012-08-02,-0.73738
2012-08-03,1.90403
2012-08-06,0.23293
2012-08-07,0.51068
2012-08-08,0.06208
2012-08-09,0.04136
2012-08-10,0.21885
2012-08-13,-0.12519
2012-08-14,-0.01282
2012-08-15,0.11397
2012-08-16,0.71005
2012-08-17,0.18721
2012-08-20,-0.00212
2012-08-21,-0.34976
2012-08-22,0.02264
2012-08-23,-0.80722
2012-08-24,0.64547
2012-08-27,-0.04890
2012-08-28,-0.08083
2012-08-29,0.08444
2012-08-30,-0.78058
2012-08-31,0.50733
2012-09-03,.
2012-09-04,.
2012-09-05,-0.10677
2012-09-06,2.04355
2012-09-07,0.40499
2012-09-10,-0.61478
2012-09-11,0.31349
2012-09-12,0.20927
2012-09-13,1.63098
2012-09-14,0.39589
2012-09-17,-0.31246
2012-09-18,-0.12798
2012-09-19,0.11855
2012-09-20,-0.05407
2012-09-21,-0.00753
2012-09-24,-0.22326
2012-09-25,-1.05018
2012-09-26,-0.57367
2012-09-27,0.96489
2012-09-28,-0.44778
2012-10-01,0.26515
2012-10-02,0.08723
2012-10-03,0.36244
2012-10-04,0.71744
2012-10-05,-0.03216
2012-10-08,-0.34567
2012-10-09,-0.98909
2012-10-10,-0.61881
2012-10-11,0.01955
2012-10-12,-0.29661
2012-10-15,0.80779
2012-10-16,1.02699
2012-10-17,0.41171
2012-10-18,-0.24437
2012-10-19,-1.65713
2012-10-22,0.04396
2012-10-23,-1.44439
2012-10-24,-0.30854
2012-10-25,0.29956
2012-10-26,-0.07290
2012-10-29,.
2012-10-30,.
2012-10-31,.
2012-11-01,1.09265
2012-11-02,-0.93794
2012-11-05,0.21638
2012-11-06,0.78532
2012-11-07,-2.37050
2012-11-08,-1.22048
2012-11-09,0.16987
2012-11-12,0.01304
2012-11-13,-0.39854
2012-11-14,-1.38520
2012-11-15,-0.15935
2012-11-16,0.48399
2012-11-19,1.98620
2012-11-20,0.06634
2012-11-21,0.23202
2012-11-22,.
2012-11-23,.
2012-11-26,-0.20296
2012-11-27,-0.52265
2012-11-28,0.78559
2012-11-29,0.42697
2012-11-30,0.01624
2012-12-03,-0.47452
2012-12-04,-0.17099
2012-12-05,0.15849
2012-12-06,0.33067
2012-12-07,0.29209
2012-12-10,0.03385
2012-12-11,0.65489
2012-12-12,0.04482
2012-12-13,-0.63214
2012-12-14,-0.41354
2012-12-17,1.18706
2012-12-18,1.14866
2012-12-19,-0.75892
2012-12-20,0.54882
2012-12-21,-0.93787
2012-12-24,-0.24403
2012-12-25,.
2012-12-26,.
2012-12-27,-0.12185
2012-12-28,-1.10500
2012-12-31,1.69420
2013-01-01,.
2013-01-02,.
2013-01-03,-0.20856
2013-01-04,0.48651
2013-01-07,-0.31231
2013-01-08,-0.32424
2013-01-09,0.26559
2013-01-10,0.75974
2013-01-11,-0.00476
2013-01-14,-0.09307
2013-01-15,0.11287
2013-01-16,0.01970
2013-01-17,0.56430
2013-01-18,0.34032
2013-01-21,.
2013-01-22,.
2013-01-23,0.15075
2013-01-24,0.00067
2013-01-25,0.54455
2013-01-28,-0.18497
2013-01-29,0.51061
2013-01-30,-0.38996
2013-01-31,-0.25633
2013-02-01,1.00527
2013-02-04,-1.15387
2013-02-05,1.04165
2013-02-06,0.05492
2013-02-07,-0.18054
2013-02-08,0.56579
2013-02-11,-0.06061
2013-02-12,0.15952
2013-02-13,0.05923
2013-02-14,0.06906
2013-02-15,-0.10451
2013-02-18,.
2013-02-19,.
2013-02-20,-1.24041
2013-02-21,-0.63031
2013-02-22,0.87725
2013-02-25,-1.83096
2013-02-26,0.61095
2013-02-27,1.27260
2013-02-28,-0.08641
2013-03-01,0.23239
2013-03-04,0.46107
2013-03-05,0.95660
2013-03-06,0.10846
2013-03-07,0.18165
2013-03-08,0.44811
2013-03-11,0.32491
2013-03-12,-0.24033
2013-03-13,0.13140
2013-03-14,0.56030
2013-03-15,-0.16184
2013-03-18,-0.55103
2013-03-19,-0.24225
2013-03-20,0.66975
2013-03-21,-0.82825
2013-03-22,0.71743
2013-03-25,-0.33400
2013-03-26,0.77851
2013-03-27,-0.05883
2013-03-28,0.40567
2013-03-29,.
2013-04-01,.
2013-04-02,0.51723
2013-04-03,-1.05461
2013-04-04,0.40484
2013-04-05,-0.42949
2013-04-08,0.63028
2013-04-09,0.35443
2013-04-10,1.21891
2013-04-11,0.35522
2013-04-12,-0.28368
2013-04-15,-2.29663
2013-04-16,1.43072
2013-04-17,-1.43277
2013-04-18,-0.67010
2013-04-19,0.88479
2013-04-22,0.46616
2013-04-23,1.04192
2013-04-24,0.00063
2013-04-25,0.40347
2013-04-26,-0.18421
2013-04-29,0.71860
2013-04-30,0.24849
2013-05-01,-0.93079
2013-05-02,0.94080
2013-05-03,1.05346
2013-05-06,0.19078
2013-05-07,0.52303
2013-05-08,0.41391
2013-05-09,-0.36872
2013-05-10,0.43217
2013-05-13,0.00428
2013-05-14,1.01422
2013-05-15,0.51141
2013-05-16,-0.50097
2013-05-17,1.03001
2013-05-20,-0.07077
2013-05-21,0.17224
2013-05-22,-0.82736
2013-05-23,-0.29239
2013-05-24,-0.05513
2013-05-27,.
2013-05-28,.
2013-05-29,-0.70479
2013-05-30,0.36703
2013-05-31,-1.43072
2013-06-03,0.59360
2013-06-04,-0.55108
2013-06-05,-1.37797
2013-06-06,0.84903
2013-06-07,1.28316
2013-06-10,-0.03468
2013-06-11,-1.01533
2013-06-12,-0.83696
2013-06-13,1.47843
2013-06-14,-0.58850
2013-06-17,0.75673
2013-06-18,0.77911
2013-06-19,-1.38515
2013-06-20,-2.50103
2013-06-21,0.26697
2013-06-24,-1.21450
2013-06-25,0.94972
2013-06-26,0.95905
2013-06-27,0.61999
2013-06-28,-0.42896
2013-07-01,0.54038
2013-07-02,-0.05449
2013-07-03,0.08240
2013-07-04,.
2013-07-05,.
2013-07-08,0.52516
2013-07-09,0.72297
2013-07-10,0.01816
2013-07-11,1.35542
2013-07-12,0.30865
2013-07-15,0.13748
2013-07-16,-0.37088
2013-07-17,0.27740
2013-07-18,0.50330
2013-07-19,0.16101
2013-07-22,0.20330
2013-07-23,-0.18519
2013-07-24,-0.38112
2013-07-25,0.25564
2013-07-26,0.08283
2013-07-29,-0.37360
2013-07-30,0.03738
2013-07-31,-0.01364
2013-08-01,1.25406
2013-08-02,0.16404
2013-08-05,-0.14798
2013-08-06,-0.57230
2013-08-07,-0.38059
2013-08-08,0.38855
2013-08-09,-0.35700
2013-08-12,-0.11529
2013-08-13,0.27760
2013-08-14,-0.51766
2013-08-15,-1.42816
2013-08-16,-0.33046
2013-08-19,-0.59004
2013-08-20,0.38212
2013-08-21,-0.57796
2013-08-22,0.86194
2013-08-23,0.39470
2013-08-26,-0.40397
2013-08-27,-1.58742
2013-08-28,0.27477
2013-08-29,0.19634
2013-08-30,-0.31743
2013-09-02,.
2013-09-03,.
2013-09-04,0.81170
2013-09-05,0.12099
2013-09-06,0.00544
2013-09-09,0.99929
2013-09-10,0.73458
2013-09-11,0.30523
2013-09-12,-0.33804
2013-09-13,0.27147
2013-09-16,0.56932
2013-09-17,0.42177
2013-09-18,1.21777
2013-09-19,-0.18429
2013-09-20,-0.72169
2013-09-23,-0.47195
2013-09-24,-0.25972
2013-09-25,-0.27395
2013-09-26,0.34854
2013-09-27,-0.40738
2013-09-30,-0.60293
2013-10-01,0.79986
2013-10-02,-0.06667
2013-10-03,-0.89794
2013-10-04,0.70532
2013-10-07,-0.85064
2013-10-08,-1.23321
2013-10-09,0.05739
2013-10-10,2.18305
2013-10-11,0.62863
2013-10-14,0.40747
2013-10-15,-0.70637
2013-10-16,1.38275
2013-10-17,0.67440
2013-10-18,0.65488
2013-10-21,0.00917
2013-10-22,0.57375
2013-10-23,-0.47245
2013-10-24,0.32582
2013-10-25,0.43948
2013-10-28,0.13297
2013-10-29,0.55842
2013-10-30,-0.48760
2013-10-31,-0.38394
2013-11-01,0.29034
2013-11-04,0.35705
2013-11-05,-0.28055
2013-11-06,0.42655
2013-11-07,-1.31828
2013-11-08,1.34276
2013-11-11,0.07229
2013-11-12,-0.23704
2013-11-13,0.80953
2013-11-14,0.48373
2013-11-15,0.42220
2013-11-18,-0.36982
2013-11-19,-0.20429
2013-11-20,-0.36356
2013-11-21,0.81286
2013-11-22,0.49614
2013-11-25,-0.12633
2013-11-26,0.01498
2013-11-27,0.24851
2013-11-28,.
2013-11-29,.
2013-12-02,-0.27190
2013-12-03,-0.31928
2013-12-04,-0.13035
2013-12-05,-0.43396
2013-12-06,1.12379
2013-12-09,0.18171
2013-12-10,-0.31797
2013-12-11,-1.13169
2013-12-12,-0.37706
2013-12-13,-0.01014
2013-12-16,0.63200
